url_length,tiny_url,pref_suf,https_token,iframe,anchor_tag,Favicon,SFH,requestURL,LinksInTags,label
31,1,0,0,1,1,0,0,1,0.833333333,1
47,0,1,1,1,1,1,1,1,0.87037037,0
83,1,1,1,1,0,1,1,0,0,1
62,1,1,0,1,0,1,0,0,0,1
36,1,1,1,1,1,1,1,1,0.8,1
32,1,1,1,1,0.987012987,1,0,1,0.5,0
27,1,1,1,1,1,0,0,0.666666667,0.181818182,1
66,1,1,1,1,1,1,1,0,1,0
74,1,1,1,1,0.767676768,1,1,1,0.888888889,0
95,1,1,1,1,1,0,0,0,0,0
53,1,1,1,1,0.875,1,0,1,0.619047619,0
36,1,0,0,1,1,0,0,0,0.3125,1
26,1,1,0,1,1,1,1,0,0.561643836,0
29,1,1,0,1,1,0,1,0.75,0.666666667,0
52,1,0,1,1,1,0,0,0,0,1
50,1,0,1,1,1,0,0,0,0,1
59,1,0,1,1,0.093333333,1,1,1,0.615384615,0
58,1,1,0,1,1,0,0,0,0.1,1
27,1,0,0,1,1,0,0,1,0.037037037,1
37,1,0,1,1,0,1,0,1,0.666666667,1
59,1,1,1,1,0.923076923,0,0,1,0.3125,0
24,1,1,1,1,0.8,0,0,1,0.523809524,0
81,1,1,1,1,0.371191136,1,1,0,0.352941176,0
36,0,0,0,1,1,1,1,1,1,1
94,0,1,1,1,0.218181818,1,1,1,0.642857143,0
85,1,1,0,1,1,1,0,0.75,0.666666667,1
30,1,1,1,1,0.661764706,0,1,1,0.352941176,0
75,1,1,1,1,0,1,1,0,0,0
107,1,1,1,1,0.95959596,0,0,0,0.185185185,0
24,1,1,1,1,0.983240223,1,0,0,0.307692308,0
58,1,0,0,1,1,0,0,1,0.833333333,1
56,1,0,1,1,1,0,1,0,0,0
29,1,1,1,1,1,0,0,0.428571429,0.052631579,1
98,1,1,1,1,1,1,0,1,0.833333333,1
83,1,1,1,1,0.139534884,0,1,0.80952381,0.971014493,0
82,1,1,0,1,0,1,1,0,0,0
93,1,1,1,1,0.5,0,0,1,0.425531915,0
96,0,1,1,1,0,1,1,0,1,0
143,1,1,0,1,0,1,1,0,0,1
72,0,1,1,1,0.662650602,1,0,0,0.8,0
75,1,1,1,1,0.97716895,0,0,0.666666667,0.222222222,0
53,1,1,1,1,1,0,1,0,0,0
40,1,1,0,1,1,0,0,1,0.5,1
54,1,0,0,1,1,1,0,0,0.25,1
44,0,1,1,1,0.404958678,0,1,0.7,0.8,0
76,1,1,0,1,1,0,1,0,0,1
43,1,1,1,1,1,1,1,0,0.333333333,0
98,1,0,1,1,1,0,0,0,0.076923077,0
53,0,0,1,1,1,0,1,0,0,1
35,0,1,0,1,0,1,1,0,1,1
33,1,1,0,1,1,1,0,0,0.222222222,0
45,1,1,1,1,0,1,1,0,0.117647059,0
52,0,0,1,1,1,1,0,0,0.125,1
76,1,1,1,1,0.560502283,1,0,0.978021978,0.5,0
53,1,1,1,1,0.96031746,0,0,0,0.1,0
69,1,1,0,1,1,1,0,0.923076923,0.571428571,0
39,1,0,0,1,1,0,0,1,0.833333333,1
76,1,1,1,1,0.821428571,0,1,0.866666667,0.842105263,0
50,1,1,1,1,0.603053435,1,1,0.5,0.406504065,0
30,1,1,1,1,1,1,0,0,0.5,1
33,1,1,1,1,0.916666667,1,1,1,0.555555556,0
28,1,1,1,1,0.853658537,1,1,0.315789474,0.826086957,0
85,1,1,1,1,0.170731707,1,1,0.923076923,0.844827586,0
54,1,0,1,1,0,0,1,0,0,1
27,1,1,1,1,0.5,1,1,1,0,0
97,1,1,1,1,0,1,1,0,0,0
39,1,1,1,1,1,0,0,1,0.333333333,1
70,1,1,1,1,0.318584071,1,1,0.811320755,0.613636364,0
55,1,1,1,1,0.963210702,0,0,1,0.636363636,0
62,1,1,1,1,1,1,1,0.296875,0.444444444,0
68,1,1,1,1,1,1,0,0.5,0.5,0
169,1,1,1,1,0.37037037,0,1,0,0.033333333,0
40,1,0,1,1,1,1,1,0,0.083333333,1
61,1,0,0,1,1,0,0,0,0,1
38,1,1,1,1,0,1,1,0,0.15,0
73,1,1,0,1,0,1,1,0,0,1
80,1,1,1,1,0.975903614,1,0,1,0.192307692,0
62,1,1,1,1,0.98,1,1,1,0.25,0
32,1,1,0,1,1,1,1,0,0.333333333,0
215,1,1,0,1,1,1,1,0.857142857,1,1
35,1,1,1,1,1,0,0,0,0.125,0
122,1,0,1,1,0.877862595,1,1,0.942857143,0.9375,0
99,1,0,0,1,1,0,0,0,0,1
29,1,1,1,1,0,1,1,0,0.6875,0
52,1,1,1,1,1,0,0,0,0.333333333,1
45,0,1,1,1,0.555555556,1,1,1,0.922077922,0
53,1,1,1,1,1,1,0,0.026315789,0.037735849,0
50,0,0,1,1,0.841346154,0,0,0,0,0
82,0,0,1,1,0,1,1,0,0,1
51,1,0,1,1,1,0,0,1,0.833333333,1
73,1,1,1,1,0,1,1,0,1,0
35,0,1,1,1,0,0,0,0,0,1
25,1,1,1,1,1,1,0,1,0.5,0
34,1,1,0,1,1,0,0,0,0,1
76,1,1,0,1,0,1,1,0,0,0
46,1,1,1,1,0.983221477,0,0,0.545454545,0.04,0
27,1,1,1,1,0,1,1,0,0.923076923,0
33,1,1,1,1,1,1,0,1,0.166666667,1
68,1,1,1,1,1,0,0,0,0,1
23,1,1,1,1,1,1,0,1,0.9375,0
46,1,0,0,1,1,0,0,1,0.833333333,1
24,1,1,1,1,0,1,1,0,0.4,0
84,1,1,1,1,0.662068966,0,0,0,0.571428571,0
37,0,1,0,1,1,0,0,0,0,1
18,1,1,1,1,0.828571429,0,1,1,0.428571429,0
57,0,1,1,1,0.308300395,1,1,0,0.785714286,0
46,1,1,1,1,1,1,0,1,1,1
35,1,1,0,1,0,1,1,0,1,1
54,1,1,1,1,1,0,1,0,0.115384615,0
47,1,1,1,1,0.757281553,1,0,1,0.34375,0
43,1,1,1,1,0.986842105,1,1,0.5,0.518518519,0
44,1,1,0,1,0,0,0,0,0.5,1
48,1,1,1,1,0,0,0,0,0,1
131,1,1,0,1,1,0,0,0,0,1
59,0,0,1,1,0.773972603,0,0,0,0,0
51,1,1,1,1,0.255319149,1,1,1,0.861111111,0
36,1,1,1,1,1,0,1,0,0,1
112,1,1,1,1,0.243697479,1,1,0.958333333,0.827586207,0
50,1,1,0,1,0,1,0,0,1,1
52,1,1,1,1,0.2,1,1,1,0.5,0
93,1,1,1,1,0.944444444,0,0,0,0.375,0
108,1,1,1,1,0,1,1,0,0,0
46,1,1,0,1,1,1,1,0,0,1
101,1,1,1,1,1,0,0,1,0.291666667,1
48,1,1,1,1,0.01010101,1,1,0.95,0.764705882,0
31,1,1,1,1,0,1,1,0,0,1
93,1,1,0,1,0,1,1,0,0,0
53,1,0,1,1,0.9921875,0,0,0.604651163,0.177777778,0
112,1,1,1,1,0.821138211,0,1,0.083333333,0.210526316,0
33,1,1,1,1,0.860465116,0,1,0,0.066666667,0
91,1,1,1,1,0.187214612,1,1,0.869565217,0.78125,0
77,1,1,1,1,1,0,1,0.333333333,0,0
64,1,0,1,1,0.653061224,1,0,0.35,0.323529412,0
71,1,1,1,1,0.721518987,0,0,0,0,0
36,1,1,1,1,1,1,0,1,1,0
33,1,1,0,1,0,1,1,0,0,1
25,0,1,1,1,1,0,1,1,0.6,0
57,1,1,1,1,1,1,0,0,0.4,1
68,1,1,1,1,0.630952381,1,1,0.048780488,0.119047619,0
49,1,1,1,1,1,1,0,0.875,0.620689655,0
39,0,1,1,1,0.823529412,0,0,0,0,1
46,1,1,0,1,0,0,0,0,0.2,1
26,1,1,1,1,0.322580645,0,0,0,0.075757576,0
81,1,1,1,1,0,1,1,0,0,0
163,1,1,1,1,0.285714286,1,1,0,0,0
65,1,1,1,1,1,1,1,1,0,1
64,1,1,1,1,0.9,1,1,1,0.8,0
51,1,0,1,1,0.146788991,1,1,1,0.793103448,0
64,1,1,1,1,1,0,0,0.974358974,0.857142857,1
37,1,1,1,1,0,1,1,0,0,1
42,1,1,1,1,0.625,1,1,0.8,0.384615385,0
40,1,1,1,1,1,1,0,1,0.444444444,1
51,1,1,1,1,0.876344086,0,1,0,0.0625,0
49,1,0,1,1,1,0,0,0,0.333333333,0
46,1,1,1,1,0,1,1,0,0,1
96,1,1,0,1,0,1,0,1,0.25,1
56,1,1,0,1,0.481481481,0,1,0.928571429,0.897727273,0
44,1,0,1,1,0,1,1,0,0,1
40,1,0,1,1,0,1,1,0,0,1
56,1,1,0,1,0,0,1,0.268292683,0,1
33,1,0,1,1,1,0,0,1,0.833333333,1
43,1,0,1,1,1,0,0,1,0.791666667,1
46,1,1,1,1,0,0,1,1,0.5,0
108,1,1,1,1,1,0,0,0,0,1
149,1,0,0,1,0,1,0,1,1,1
45,1,0,0,1,1,0,0,0,0,1
92,1,1,1,1,0,0,1,0,0.5,0
53,1,1,1,1,0.831119545,1,0,0.8,0.5,0
88,1,1,0,1,0,1,1,0,0,0
56,1,1,1,1,1,1,0,1,0.5,0
23,1,1,1,1,0.259259259,0,0,0,0.257142857,0
104,0,1,1,1,1,0,1,0,0.2,1
201,1,1,1,1,1,1,0,1,1,1
40,1,1,0,1,1,1,0,0,0.333333333,0
115,1,0,1,1,1,1,0,1,1,1
53,1,1,1,1,0.37037037,1,1,0.75,0.78125,0
152,1,1,1,1,0,1,0,1,1,1
106,1,1,1,1,0,1,1,0,1,1
26,1,1,0,1,0,0,1,1,0,0
63,1,1,0,1,1,1,0,1,0.333333333,0
68,1,1,1,1,1,0,0,0,0.071428571,0
93,1,1,0,1,1,0,0,0,0,1
71,1,1,1,1,1,1,0,1,0.4,1
44,1,1,0,1,1,0,0,0,0,1
36,1,1,1,1,0.5,0,1,0,0,0
45,1,1,0,1,1,1,0,1,0.8,1
61,1,1,0,1,1,1,1,0,0,1
37,0,1,1,1,0,0,1,0,0,1
45,1,1,1,1,0,1,1,0,0.5,0
33,1,1,1,1,1,1,0,1,1,1
39,1,1,1,1,0.503355705,1,0,0.023255814,0.703703704,0
86,0,1,1,1,0.342857143,1,1,1,0.84,0
39,1,0,1,1,0,1,1,0,0,1
73,1,1,1,1,1,1,0,1,1,1
32,1,1,1,1,0,1,1,0,0,0
60,0,1,0,1,0,1,1,0,0,0
43,1,1,1,1,0.986842105,0,0,1,0.166666667,0
52,1,1,1,1,1,1,1,0,0,0
51,1,0,1,1,1,0,0,1,0.833333333,1
130,1,0,0,1,0,1,1,1,1,1
86,1,1,1,1,0.516129032,1,1,1,0.760869565,0
61,1,1,1,1,0.90625,1,1,0.928571429,1,0
25,1,1,1,1,1,1,0,1,0.476190476,0
56,1,1,1,1,0.45,1,0,0,0.5,0
121,0,1,1,1,0.990740741,1,0,0.071428571,0.470588235,0
65,1,1,1,1,0,1,1,0,0,0
25,1,1,1,1,0,1,1,0,0,0
45,1,1,1,1,0.88,1,1,0.909090909,0.5,0
55,1,1,0,1,0.054054054,1,1,0.666666667,0.880952381,0
45,1,1,1,1,1,0,0,0,0.166666667,1
114,1,1,0,1,0,1,1,0,0,1
50,1,1,0,1,0,1,1,0,0,0
151,1,1,1,1,0,1,1,0,1,1
68,1,1,1,1,0.227272727,1,1,0.935483871,0.854166667,0
29,1,0,1,1,1,1,0,1,0.8,1
22,1,1,1,1,0.127659574,1,1,1,0.814814815,0
105,1,1,1,1,0.888888889,0,1,0,0,0
56,1,1,0,1,1,1,0,1,0.625,1
40,1,1,1,1,1,1,0,1,1,1
64,0,0,0,1,1,0,0,0,0,1
77,1,1,0,1,1,1,0,1,0,0
57,1,1,0,1,0.984848485,1,1,1,0.75,0
45,1,1,1,1,0.44,0,0,1,0.785714286,0
33,1,1,0,1,1,1,0,1,0.818181818,0
54,1,1,1,1,0.312017641,1,1,1,0.890909091,0
50,1,1,1,1,0.980392157,0,1,0,0.1,0
49,1,1,0,1,1,1,1,0,0,1
104,1,1,1,1,0.315217391,1,1,0.333333333,0.708333333,0
127,1,1,1,1,0.967914439,0,1,0,0.076923077,0
35,1,1,1,1,1,0,0,1,0.4,0
80,1,1,1,1,0.681818182,1,0,0.178571429,0.28125,0
37,1,0,0,1,0,0,1,0,0.833333333,1
75,1,1,0,1,1,0,0,0,0.058823529,1
39,1,1,1,1,0,1,1,0,0,1
75,1,1,1,1,0.714285714,1,1,1,0.666666667,0
73,1,1,1,1,0.405797101,1,1,0.444444444,0.75862069,1
19,1,1,1,1,1,1,1,0,0.365853659,0
45,1,1,1,1,0.9375,1,1,0.975308642,0.321428571,0
56,1,1,1,1,1,0,0,0,0,1
34,1,1,1,1,0.970588235,0,1,0,0,0
29,1,1,1,1,0,1,1,0,0,0
70,1,1,1,1,0,1,1,0,0,0
87,1,1,0,1,0.125,0,1,0.2,0.541666667,0
69,1,1,1,1,0.129770992,1,1,1,0.684210526,0
138,1,1,1,1,1,0,0,0,0,1
45,1,1,0,1,0,1,1,0,0,1
99,1,1,0,1,0.933333333,0,1,0,0,0
55,1,1,0,1,1,0,0,0,0.4,1
53,1,0,1,1,0.266666667,0,0,1,0.111111111,0
61,1,1,1,1,0,0,0,0,0.2,1
76,1,1,1,1,0.078125,1,1,0,0.902654867,0
73,1,1,1,1,0.833333333,1,0,0.933333333,1,0
35,1,1,1,1,1,0,0,0,0,1
45,1,1,1,1,0.984375,0,0,0.666666667,0.736842105,0
56,0,1,1,1,0.87704918,1,0,0.279279279,0.85,0
46,1,1,1,1,1,0,0,0,0,1
281,1,0,0,1,1,1,0,1,0.5,1
62,1,1,0,1,0.611111111,0,0,0,0.375,0
202,1,1,0,1,1,1,0,1,0.5,1
43,1,1,1,1,0.105691057,1,1,0.413793103,0.910891089,0
87,1,1,1,1,0.888888889,0,0,0,0.2,0
125,1,1,1,1,0.96,1,0,0.157894737,0.034482759,0
57,1,1,1,1,1,0,0,1,0.25,0
32,1,0,0,1,0.794117647,0,1,0,0,0
42,1,1,1,1,0.272727273,0,0,0,0,0
34,1,1,0,1,0,1,1,0,0,1
27,1,0,1,1,1,1,0,1,0.666666667,1
45,1,1,1,1,1,0,0,1,0.833333333,1
108,0,1,1,1,0.885714286,1,0,0,0.642857143,0
28,1,1,1,1,1,0,1,0,0,1
73,1,1,0,1,0.533333333,0,1,0,0.5,0
76,0,1,1,1,0.488888889,1,1,0,0.871794872,0
50,0,1,0,1,1,1,0,1,0.5,1
43,1,1,1,1,0.25,1,1,0,0.076923077,0
53,1,1,1,1,0.711864407,1,1,0.928571429,0.333333333,0
63,1,1,1,1,0.457142857,0,1,0,0.36,0
55,1,1,1,1,1,0,0,0,0,1
68,1,1,1,1,0.545454545,1,1,0,0.419354839,0
23,1,1,1,1,0.925373134,1,1,1,0.714285714,0
73,1,0,1,1,0,1,1,0,0,1
149,1,1,0,1,0,1,0,0,1,1
47,1,1,0,1,0,1,1,0,0,0
47,1,1,1,1,0,1,0,1,0.4,1
121,1,1,0,1,0,1,0,1,0.5,1
29,1,1,0,1,0,0,0,1,0.2,1
37,1,1,1,1,1,1,0,0.5,0.5,1
44,1,1,1,1,0,1,1,0,0.058823529,1
57,1,1,0,1,0.785714286,0,1,0,0.090909091,0
54,1,1,1,1,0.9375,1,0,1,0.457142857,0
1200,1,1,1,1,1,0,0,0.5,0.2,1
36,1,1,1,1,0.305084746,1,1,0,0.235294118,0
79,1,0,1,1,1,0,0,1,0.833333333,1
33,1,1,1,1,1,0,0,0.666666667,0.2,1
123,1,1,0,1,0,1,1,1,1,1
27,0,1,1,1,0,0,1,0,0.046153846,0
32,0,1,1,1,1,1,1,0,0.444444444,1
51,1,1,1,1,0,1,1,0,0,0
50,1,0,1,1,0.209677419,1,1,1,0.793103448,0
100,1,1,1,1,0,1,1,0,0,0
93,0,1,1,1,0.545454545,1,1,0,0.565217391,0
45,1,0,0,1,1,0,0,1,0,1
113,1,1,0,1,1,1,1,0,0.285714286,0
47,1,1,1,1,0.977011494,1,0,0,1,0
43,1,0,0,1,1,1,1,0,0.5,1
67,1,1,1,1,0.28125,0,0,0,0.346153846,0
66,1,1,1,1,0.160377358,1,1,1,0.918918919,0
81,1,1,1,1,1,0,0,0.785714286,0.052631579,0
89,1,1,1,1,0.945945946,0,0,0,0.055555556,0
45,1,1,1,1,1,1,1,0.5,0.833333333,0
36,1,1,1,1,1,1,0,0.9,0.818181818,0
40,1,1,0,1,1,1,0,0.5,0.333333333,1
67,1,1,1,1,0,1,1,0,0.5,0
35,1,0,1,1,1,0,0,1,0.833333333,1
77,1,1,1,1,0.323943662,1,1,0,0.454545455,0
38,1,1,1,1,0.414634146,0,1,0.038461538,0.305555556,0
123,1,1,0,1,0,1,1,0,0,0
49,1,1,1,1,0.914835165,1,0,0,0.285714286,0
78,1,1,1,1,0,1,1,0,0.5,0
117,1,1,1,1,0.949044586,1,0,0,0.105263158,0
31,1,1,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,0,0.625,1
34,1,1,0,1,0,1,0,1,1,1
78,1,1,1,1,0.269230769,0,0,1,0.566666667,0
313,1,1,0,1,1,0,0,0,0,1
55,1,1,1,1,1,1,0,0,0.181818182,0
102,1,1,1,1,1,1,1,1,0.5,0
44,1,1,1,1,0.97993311,0,0,0.803571429,0.8,0
25,1,1,1,1,1,1,0,0.9,0.727272727,0
52,1,1,1,1,1,0,0,0.333333333,0.47826087,0
20,1,1,0,1,1,1,0,1,0.6,0
76,1,1,1,1,0.161290323,1,0,0.166666667,0.681818182,0
58,1,0,1,1,1,1,0,0.4,0.428571429,0
72,1,1,1,1,1,0,0,0.571428571,0,1
38,1,1,1,1,0.306666667,1,1,0,0.860465116,0
80,1,1,1,1,0.196428571,1,1,0.181818182,0.212765957,0
99,1,1,0,1,0,0,1,0,0,1
85,1,1,1,1,0.318181818,0,1,0.25,0.794117647,0
39,1,0,0,1,1,1,1,0,0.5,1
66,0,1,1,1,1,1,1,0.857142857,0.87037037,0
120,1,1,1,1,0,1,1,0,0,1
79,0,1,1,1,0.336956522,1,1,0.875,0.823529412,0
30,1,1,1,1,0.889908257,1,0,0.578947368,0.5,0
87,1,1,1,1,0.901960784,1,0,0,0.441176471,0
34,1,1,1,1,1,1,1,0,0,1
34,1,1,1,1,1,0,0,0.064102564,0.391304348,0
57,1,0,1,1,0.634146341,1,0,0.388888889,0.290322581,0
34,1,1,1,1,0.256410256,1,1,1,0.693548387,0
36,1,1,1,1,0.966942149,0,0,0,0.133333333,0
67,0,1,1,1,0.5,0,0,0,0,0
109,1,1,1,1,0.366459627,1,1,0,0.363636364,0
57,1,1,0,1,1,0,1,0,0,1
72,1,1,1,1,1,1,1,0.75,0.090909091,0
27,1,1,1,1,1,1,0,1,0.75,0
114,1,1,0,1,0,1,1,0,0,1
102,1,1,1,1,0.105263158,1,1,0.941176471,0.696969697,0
57,1,0,0,1,1,0,0,0,0,1
27,1,1,1,1,0.417475728,1,1,1,0.660714286,0
106,1,1,1,1,0.85,1,1,1,0.578947368,0
237,1,1,0,1,1,1,0,1,1,1
45,1,1,1,1,0.984126984,1,1,0,0.363636364,0
28,1,1,0,1,1,1,1,0.5,1,1
50,1,1,1,1,0,1,1,0,0,0
30,1,1,0,1,1,0,1,0,0,1
68,1,1,1,1,0.646666667,0,1,1,0.71875,0
106,1,1,1,1,0,1,1,0,0,0
24,1,1,1,1,0.148148148,1,1,1,1,0
53,1,1,0,1,0,0,0,0,0,1
61,1,0,1,1,0,1,1,0,0.2,1
62,0,0,0,1,1,1,0,1,1,1
41,1,1,1,1,0,1,1,0,0,0
33,1,1,0,1,1,1,1,1,0.2,1
45,1,1,0,1,1,0,1,1,0.285714286,0
43,0,0,1,1,1,0,1,0,0,0
76,1,1,1,1,0.549348231,1,0,0.689655172,0.585714286,0
53,1,1,1,1,1,0,0,0,0,1
96,1,1,1,1,1,1,0,1,0.9375,0
83,0,1,1,1,0.595588235,1,0,0,0.769230769,0
30,1,1,0,1,1,1,0,0,0.625,1
22,1,1,1,1,0,0,1,0,0.125,0
78,0,0,0,1,1,1,0,1,1,1
64,1,1,1,1,0.989690722,1,0,0,0.75,0
229,1,1,1,1,1,1,0,1,0.5,1
51,1,0,1,1,1,0,0,1,0.833333333,1
114,1,0,1,1,0.833333333,1,0,0,0.125,0
120,1,1,0,1,1,0,0,0,0,1
110,1,1,1,1,0.549668874,1,1,1,0.882352941,0
30,1,1,0,1,0,1,1,0,0,1
41,1,1,1,1,1,1,1,0.333333333,1,1
80,1,1,1,1,1,1,1,0,0,1
71,1,1,1,1,0.951219512,1,1,1,0.625,0
78,1,1,1,1,0.262096774,1,1,0.275862069,0.519083969,0
37,1,1,0,1,1,0,0,0,0,1
60,1,1,1,1,1,1,0,1,0.5,1
45,1,1,1,1,0.394160584,1,1,0.941176471,0.767123288,0
73,1,1,1,1,1,1,0,0.964285714,0.5,0
51,1,1,1,1,0.083333333,0,1,0,0.079365079,0
74,1,1,1,1,0.376923077,1,0,0.833333333,0.675324675,0
32,1,1,0,1,1,1,1,0,0.428571429,0
66,1,0,0,1,0.098039216,1,1,1,0.666666667,0
79,1,1,1,1,0.352941176,0,1,1,0.7,0
40,1,0,1,1,0.916666667,0,0,1,0.2,0
60,1,1,1,1,0.995391705,0,1,0.954954955,0,0
87,1,1,1,1,0.985542169,1,0,1,0.428571429,0
36,1,0,1,1,1,0,0,1,0.833333333,1
54,1,1,1,1,0.911439114,1,0,0,0.04,0
77,0,0,1,1,0,1,1,0,0,1
76,1,1,0,1,1,1,0,1,0.833333333,1
184,1,1,1,1,0,1,0,0,1,1
43,1,1,1,1,1,1,1,0,0.125,0
48,0,1,0,1,0.871428571,0,0,0,0.15,0
37,1,1,0,1,0,0,1,0,0.076923077,1
40,1,0,1,1,1,1,1,0,0.5,1
107,1,1,1,1,1,0,0,0.8,0.090909091,0
69,0,1,1,1,0.9765625,0,0,0,0.874015748,0
73,1,1,0,1,1,1,0,0,0.444444444,1
106,1,1,1,1,0,1,0,1,1,1
115,1,0,0,1,0,1,1,0,0,1
75,1,1,0,1,0.315789474,1,1,1,0.891304348,0
70,1,1,1,1,0,0,0,1,0,1
54,1,1,1,1,0.612121212,1,1,0.025,0.8125,0
83,1,1,0,1,1,1,0,1,0.75,1
28,1,1,1,1,0,1,1,0,0,0
66,0,1,1,1,0.892857143,1,1,0.75,0.777777778,0
34,1,0,0,1,1,1,1,0,0,0
75,1,1,1,1,0.246636771,0,0,0.483870968,0.088888889,0
47,1,1,0,1,0,1,1,0,0,1
52,1,0,0,1,0,1,0,1,0.5,1
180,1,0,1,1,0,1,0,1,0.8,1
45,1,1,1,1,0.983471074,0,0,0.80952381,0.736842105,0
42,1,1,1,1,0.859649123,1,0,1,0.625,0
124,1,1,1,1,0.805555556,1,1,0.666666667,0.238095238,0
79,1,1,1,1,0.220588235,1,1,0.933333333,0.787878788,0
63,1,1,1,1,0.883333333,1,1,0,0.1,0
38,1,1,1,1,0.977777778,1,0,0,0.4375,0
27,1,1,1,1,1,0,0,0.5,0.19047619,1
82,1,1,0,1,1,0,0,0,0.272727273,0
30,1,1,1,1,0.222222222,1,1,1,0.683333333,0
63,1,1,1,1,0,1,1,0,0.111111111,0
71,1,1,0,1,0,0,1,0,0,1
62,1,1,1,1,0.853503185,1,1,0,0.244444444,0
809,1,0,0,1,1,0,0,0.25,0,1
127,1,0,1,1,1,0,0,0,0.090909091,1
52,1,1,1,1,0.375,0,1,0,0.089285714,0
34,1,1,1,1,1,0,0,0.666666667,0.166666667,1
61,0,1,0,1,0.923553719,0,0,0,0.15,0
31,1,1,1,1,1,1,1,0,0,1
110,1,1,1,1,0.885714286,1,0,0.833333333,0.222222222,0
33,1,1,0,1,1,1,0,0.016393443,0.466666667,1
61,1,0,1,1,1,1,0,1,0.333333333,1
39,1,1,1,1,0,1,0,0,0,1
113,1,1,1,1,0.835616438,1,1,0,0.351351351,0
43,1,0,1,1,1,0,0,0,0.083333333,1
30,1,1,1,1,0.446428571,0,1,0.536585366,0.666666667,0
47,1,1,1,1,1,0,0,0,0,1
51,1,1,1,1,0.554878049,1,0,1,0.192307692,0
36,1,1,1,1,0.957446809,1,0,1,0.5,0
40,1,1,1,1,0.954545455,1,0,0,0.073170732,0
79,1,1,1,1,0,1,1,0,0.1875,0
77,1,1,1,1,0.125,1,1,1,0.714285714,0
39,1,1,0,1,0,1,1,0.2,0.142857143,1
94,1,0,0,1,1,0,0,0,0,1
49,1,1,1,1,0.058673469,1,1,1,0.625,0
32,1,1,1,1,0.46969697,1,1,0.8,0.888888889,0
109,1,1,1,1,0.993670886,1,0,1,0.8,0
26,1,1,1,1,1,1,1,1,0.25,0
62,1,0,1,1,0.268656716,0,1,0.636363636,0.666666667,0
108,1,1,1,1,0.453333333,0,1,0,0.538461538,0
66,1,1,1,1,1,0,0,0,0,1
229,1,1,1,1,1,1,0,1,0.5,1
78,0,1,1,1,0.589147287,1,0,0,0.769230769,0
65,0,1,1,1,0.966824645,0,0,0.333333333,0.142857143,0
22,1,1,1,1,0.068376068,1,0,1,0.875,0
45,1,0,0,1,0,1,1,0,0,1
44,1,1,1,1,0.992248062,0,0,0,0.2,0
36,1,0,1,1,1,0,0,1,0.833333333,1
66,1,1,1,1,0.042857143,1,1,0.8,0.7875,0
69,1,1,0,1,1,0,1,0,0.115384615,0
18,1,1,0,1,1,1,1,1,1,0
61,1,1,1,1,0.987179487,0,1,0,0.125,0
40,1,1,1,1,0.737327189,1,1,0.029411765,0.655172414,0
62,1,1,1,1,0.976470588,1,0,0.833333333,0.1,0
50,1,1,1,1,0.803278689,1,1,0,0.153846154,0
24,1,1,0,1,1,0,0,0,0.588235294,1
42,1,0,1,1,1,0,0,1,0.833333333,1
36,1,0,1,1,1,1,1,0.8,0.692307692,1
75,1,1,1,1,0,1,1,0,0,0
52,1,1,1,1,0,1,1,0,0,0
31,1,1,1,1,0.05,1,1,1,0.782608696,1
33,1,1,0,1,1,1,1,1,0,1
42,0,1,1,1,1,1,1,1,0.777777778,0
98,1,1,0,1,1,1,0,1,0.534883721,0
27,1,0,1,1,1,0,1,0.888888889,0.266666667,1
49,1,0,1,1,0.992481203,0,0,0.622222222,0.177777778,0
71,1,1,1,1,0.556213018,1,1,0,0.421052632,0
33,1,1,0,1,1,1,1,0,0,0
30,1,0,1,1,1,1,0,0.2,0.4,1
119,1,1,1,1,0.636363636,1,0,0.375,0.1875,0
27,1,1,1,1,1,1,1,0.8,0.692307692,1
42,1,1,0,1,0,1,1,0,0,1
46,1,1,1,1,1,0,1,1,0.2,1
86,1,0,1,1,0,1,0,1,0.666666667,1
51,1,1,1,1,0.982954545,1,0,1,0.727272727,0
79,1,1,0,1,0.266666667,0,1,0.2,0.625,0
20,1,1,1,1,0.348958333,0,0,1,0.648648649,0
260,1,1,1,1,0,0,1,0,0.5,1
69,1,1,1,1,0.808823529,1,0,0.916666667,0.923076923,0
52,1,0,0,1,1,0,0,0.333333333,0,1
65,0,1,1,1,0.24,0,0,0.111111111,0.6,0
42,1,1,1,1,1,1,1,0,0,1
36,1,0,0,1,0,1,1,0,0,1
46,1,0,1,1,0,1,1,0,0,1
106,1,1,1,1,0.228125,1,1,0.5,0.666666667,0
95,1,0,0,1,1,0,0,0,0,1
78,1,1,1,1,0,1,1,0,0,0
53,1,1,0,1,0,1,0,1,1,1
31,1,1,0,1,0.545454545,1,1,1,0.827586207,0
80,1,1,1,1,1,0,0,0,0,0
41,1,0,1,1,1,0,0,1,0.833333333,1
55,1,1,1,1,0.970149254,1,1,0.944444444,0.208333333,0
53,1,0,0,1,1,0,0,0,0,1
68,1,1,1,1,0.058139535,1,1,1,0.681818182,0
78,1,1,1,1,0.219512195,1,1,0.916666667,0.913043478,0
70,1,1,1,1,0.047058824,1,1,1,0.72,0
75,1,1,1,1,0,1,1,0,0,0
28,1,1,1,1,0.068181818,1,1,1,0.952380952,0
50,1,0,1,1,1,0,0,1,0.833333333,1
